product_Id,vendor_name,product_name,product_description,parent_category,sub_category
642,Hub Pen Co,Regent Comfort Pen,"With its eye-catching jumbo barrel and ultramodern design, the Regent Comfort is the perfect executive pen. The rubberized soft touch finish provides writing comfort while allowing the silver etching and details to shine. A generous imprint area ensures that your brand stands out while the black hybrid ink add a high-tech appeal.
Material: Rubberized Metal
Standard Decoration Includes: N/A, N/A, N/A
All Available Decoration Options:
Laser Engraved: 2.5"" W x 0.25"" H Barrel
Full Color: 2.25"" W x 0.25"" H Barrel
Expanded Engraving: 2.5"" W x 0.375"" H Barrel
Straight Line Copy: 2 lines of 32 characters at 8pt
Tip Type: Ball Point
Mechanism: Click Extend
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=642/]
Standard Packaging: Bulk. Each pen comes individually Cellophaned.
Tags: Popular, Metal, Gift, Desk, Office, Executive, Advertisement, College, Grade, Writing, Merchandise, Study, High School, University, Essay, List, Home, Pen, Classic, Trade Show",Office,Writing Instruments
643,Hub Pen Co,Gemini Pure Pen,"All signs point to the Gemini Pure. This executive metal stylus pen features a soft-touch finish with antimicrobial properties; to keep your hands and workspace clean. It offers classic contemporary details such as a sculpted clip and a silver and brushed gunmetal accent. Your engraved silver imprint is sure to nicely contrast with the matte finish barrel and generous imprint area.
Material: Metal With Rubberized Finish With Antimicrobial Properties
Standard Decoration Includes: Laser Engraved on Barrel (Unavailable on Red and White pens)
All Available Decoration Options:
Lasered: 2.25"" W x 0.25"" H Barrel
Expanded Engraving: 2.25"" W x 0.375"" H Barrel
Full Color: 2.25"" W x 0.25"" H Barrel
Infinity Print: 2.75"" W x 1.373"" H Barrel (White pen only)
Straight Line Copy: Yes
Tip Type: Ball Point
Mechanism: Push Retractable
Standard Packaging: Bulk
Tags: Popular, Metal, Gift, Desk, Office, Executive, Advertisement, College, Grade, Writing, Merchandise, Study, High School, University, Essay, List, Home, Pen, Classic, Trade Show",Office,Writing Instruments
643,Hub Pen Co,Gemini Pure Pen,"All signs point to the Gemini Pure. This executive metal stylus pen features a soft-touch finish with antimicrobial properties; to keep your hands and workspace clean. It offers classic contemporary details such as a sculpted clip and a silver and brushed gunmetal accent. Your engraved silver imprint is sure to nicely contrast with the matte finish barrel and generous imprint area.
Material: Metal With Rubberized Finish With Antimicrobial Properties
Standard Decoration Includes: Laser Engraved on Barrel (Unavailable on Red and White pens)
All Available Decoration Options:
Lasered: 2.25"" W x 0.25"" H Barrel
Expanded Engraving: 2.25"" W x 0.375"" H Barrel
Full Color: 2.25"" W x 0.25"" H Barrel
Infinity Print: 2.75"" W x 1.373"" H Barrel (White pen only)
Straight Line Copy: Yes
Tip Type: Ball Point
Mechanism: Push Retractable
Standard Packaging: Bulk
Tags: Popular, Metal, Gift, Desk, Office, Executive, Advertisement, College, Grade, Writing, Merchandise, Study, High School, University, Essay, List, Home, Pen, Classic, Trade Show",Office,Writing Instruments
645,Hub Pen Co,Confetti Pure Pen,"A Pen to Celebrate! This executive metal stylus pen features a soft-touch finish with antimicrobial properties; to keep your hands and workspace clean. It features colorful confetti-like metallic trim and cut-out grippers for a flashy appeal. The engraved silver imprint detail contrasts with a matte finish, and the generous imprint area paired with these contemporary features is sure to make a brand statement.
Material: Metal With Rubberized Finish With Antimicrobial Properties
Standard Decoration Includes: Laser Engraved on Barrel
All Available Decoration Options:
Lasered: 2.25"" W x 0.25"" H
Expanded Engraving: 2.25"" W x 0.375"" H Barrel
Full Color Digital: 2.25"" W x 0.25"" H Barrel
Straight Line Copy: Yes
Tip Type: Ball Point
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=645/]
Standard Packaging: Bulk
Tags: Popular, Metal, Gift, Desk, Office, Executive, Advertisement, College, Grade, Writing, Merchandise, Study, High School, University, Essay, List, Home, Pen, Classic, Trade Show",Office,Writing Instruments
645,Hub Pen Co,Confetti Pure Pen,"A Pen to Celebrate! This executive metal stylus pen features a soft-touch finish with antimicrobial properties; to keep your hands and workspace clean. It features colorful confetti-like metallic trim and cut-out grippers for a flashy appeal. The engraved silver imprint detail contrasts with a matte finish, and the generous imprint area paired with these contemporary features is sure to make a brand statement.
Material: Metal With Rubberized Finish With Antimicrobial Properties
Standard Decoration Includes: Laser Engraved on Barrel
All Available Decoration Options:
Lasered: 2.25"" W x 0.25"" H
Expanded Engraving: 2.25"" W x 0.375"" H Barrel
Full Color Digital: 2.25"" W x 0.25"" H Barrel
Straight Line Copy: Yes
Tip Type: Ball Point
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=645/]
Standard Packaging: Bulk
Tags: Popular, Metal, Gift, Desk, Office, Executive, Advertisement, College, Grade, Writing, Merchandise, Study, High School, University, Essay, List, Home, Pen, Classic, Trade Show",Office,Writing Instruments
647,Hub Pen Co,Gemini Gem Pen,"Dual finish facet design makes this executive stylus pen shine. Elevate your brand with the Gemini Gem, offering luxurious matte and gloss jewel tones with dramatic black accents. The generous laser engraved imprint area delivers maximum impact, and the smooth writing hybrid ink presents happy writing.
Material: Aluminum
Standard Decoration Includes: Laser Engraved Imprint 3"" W X1/4"" H On Barrel
All Available Decoration Options:
Laser Etch: 3"" W x 0.25"" H Barrel
Expanded Engraving: 3"" W x 0.375"" H Barrel
Straight Line Copy: Yes
Mechanism: Click Extend
Standard Packaging: Bulk
Tags: Popular, Metal, Gift, Desk, Office, Executive, Advertisement, College, Grade, Writing, Merchandise, Study, High School, University, Essay, List, Home, Pen, Classic, Trade Show",Office,Writing Instruments
647,Hub Pen Co,Gemini Gem Pen,"Dual finish facet design makes this executive stylus pen shine. Elevate your brand with the Gemini Gem, offering luxurious matte and gloss jewel tones with dramatic black accents. The generous laser engraved imprint area delivers maximum impact, and the smooth writing hybrid ink presents happy writing.
Material: Aluminum
Standard Decoration Includes: Laser Engraved Imprint 3"" W X1/4"" H On Barrel
All Available Decoration Options:
Laser Etch: 3"" W x 0.25"" H Barrel
Expanded Engraving: 3"" W x 0.375"" H Barrel
Straight Line Copy: Yes
Mechanism: Click Extend
Standard Packaging: Bulk
Tags: Popular, Metal, Gift, Desk, Office, Executive, Advertisement, College, Grade, Writing, Merchandise, Study, High School, University, Essay, List, Home, Pen, Classic, Trade Show",Office,Writing Instruments
647,Hub Pen Co,Gemini Gem Pen,"Dual finish facet design makes this executive stylus pen shine. Elevate your brand with the Gemini Gem, offering luxurious matte and gloss jewel tones with dramatic black accents. The generous laser engraved imprint area delivers maximum impact, and the smooth writing hybrid ink presents happy writing.
Material: Aluminum
Standard Decoration Includes: Laser Engraved Imprint 3"" W X1/4"" H On Barrel
All Available Decoration Options:
Laser Etch: 3"" W x 0.25"" H Barrel
Expanded Engraving: 3"" W x 0.375"" H Barrel
Straight Line Copy: Yes
Mechanism: Click Extend
Standard Packaging: Bulk
Tags: Popular, Metal, Gift, Desk, Office, Executive, Advertisement, College, Grade, Writing, Merchandise, Study, High School, University, Essay, List, Home, Pen, Classic, Trade Show",Office,Writing Instruments
648,Hub Pen Co,Newport Pen,"An etched rubber grip for easy writing, high gloss enamel and bright chrome accents. Jumbo barrel and ergonomic shape and smooth writing black ink for writing comfort.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.63"" W x 0.25"" H Barrel
Revolution Engraving: 1.63"" W x 1"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
648,Hub Pen Co,Newport Pen,"An etched rubber grip for easy writing, high gloss enamel and bright chrome accents. Jumbo barrel and ergonomic shape and smooth writing black ink for writing comfort.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.63"" W x 0.25"" H Barrel
Revolution Engraving: 1.63"" W x 1"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
648,Hub Pen Co,Newport Pen,"An etched rubber grip for easy writing, high gloss enamel and bright chrome accents. Jumbo barrel and ergonomic shape and smooth writing black ink for writing comfort.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.63"" W x 0.25"" H Barrel
Revolution Engraving: 1.63"" W x 1"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
649,Hub Pen Co,Buzz Comfort Stylus Pen,"A futuristic design will create buzz for your brand! This executive pen features a honeycomb pattern raised rubber grip and an etched plunger with stylus. The matte soft touch finish with gunmetal accents and large imprint area offers maximum impact for a bold and striking brand.
Material: Rubberized Aluminum
Standard Decoration Includes: Laser Engraved Imprint 2-1/4"" W X1/4"" H On Barrel
All Available Decoration Options:
Laser Etch: 2.25"" W x 0.25"" H Barrel
Full Color Digital: 2.5"" W x 0.25"" H
Straight Line Copy: Yes
Tip Type: Ball Point
Mechanism: Click Extend
Standard Packaging: Bulk
Tags: Stylus Pen, Executive Pen, Popular, Plastic, Tech, Accessory, Phone, Tablet, Tradeshow, Trade, Show, Desk, Office, Advertisement, College, Grade, Writing, Merchandise, Study, High School, University, Home",Office,Writing Instruments
649,Hub Pen Co,Buzz Comfort Stylus Pen,"A futuristic design will create buzz for your brand! This executive pen features a honeycomb pattern raised rubber grip and an etched plunger with stylus. The matte soft touch finish with gunmetal accents and large imprint area offers maximum impact for a bold and striking brand.
Material: Rubberized Aluminum
Standard Decoration Includes: Laser Engraved Imprint 2-1/4"" W X1/4"" H On Barrel
All Available Decoration Options:
Laser Etch: 2.25"" W x 0.25"" H Barrel
Full Color Digital: 2.5"" W x 0.25"" H
Straight Line Copy: Yes
Tip Type: Ball Point
Mechanism: Click Extend
Standard Packaging: Bulk
Tags: Stylus Pen, Executive Pen, Popular, Plastic, Tech, Accessory, Phone, Tablet, Tradeshow, Trade, Show, Desk, Office, Advertisement, College, Grade, Writing, Merchandise, Study, High School, University, Home",Office,Writing Instruments
654,Hub Pen Co,Switchback Pen,"Slim line executive metal pen features a unique clip retraction: Just try to resist fidgeting with the clip! Black pen has a subtle rubber comfort finish. Full Color imprint available.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.5"" W x 0.25"" H Barrel
Full Color: 2"" W x 0.25"" H Barrel Full Color
: 1.75"" W x 0.25"" H Cap Full Color
Tip Type: Ballpoint
Mechanism: Clip retraction
Standard Packaging: Bulk
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
654,Hub Pen Co,Switchback Pen,"Slim line executive metal pen features a unique clip retraction: Just try to resist fidgeting with the clip! Black pen has a subtle rubber comfort finish. Full Color imprint available.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.5"" W x 0.25"" H Barrel
Full Color: 2"" W x 0.25"" H Barrel Full Color
: 1.75"" W x 0.25"" H Cap Full Color
Tip Type: Ballpoint
Mechanism: Clip retraction
Standard Packaging: Bulk
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
654,Hub Pen Co,Switchback Pen,"Slim line executive metal pen features a unique clip retraction: Just try to resist fidgeting with the clip! Black pen has a subtle rubber comfort finish. Full Color imprint available.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.5"" W x 0.25"" H Barrel
Full Color: 2"" W x 0.25"" H Barrel Full Color
: 1.75"" W x 0.25"" H Cap Full Color
Tip Type: Ballpoint
Mechanism: Clip retraction
Standard Packaging: Bulk
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
657,Hub Pen Co,Kashmiro Comfort Pen,"The executive pen with the cashmere feel! Oval shape with soft touch finish to fit comfortably in the hand. Matte corporate colors with bold gunmetal trim. Generous laser engraved imprint makes your message stand out.
Material: Brass
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2.5"" W x 0.312"" H Barrel
Tip Type: Ball Point
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=657/]
Standard Packaging: Bulk
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
657,Hub Pen Co,Kashmiro Comfort Pen,"The executive pen with the cashmere feel! Oval shape with soft touch finish to fit comfortably in the hand. Matte corporate colors with bold gunmetal trim. Generous laser engraved imprint makes your message stand out.
Material: Brass
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2.5"" W x 0.312"" H Barrel
Tip Type: Ball Point
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=657/]
Standard Packaging: Bulk
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
658,Hub Pen Co,Imprezza Pen,"An Jumbo rubber grip for easy writing, high gloss enamel and bright chrome accents. Ergonomic hourglass shape and smooth writing black ink for writing comfort.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.75"" W x 0.25"" H Barrel
Revolution Engraving: 1.75"" W x 1"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=658/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
658,Hub Pen Co,Imprezza Pen,"An Jumbo rubber grip for easy writing, high gloss enamel and bright chrome accents. Ergonomic hourglass shape and smooth writing black ink for writing comfort.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.75"" W x 0.25"" H Barrel
Revolution Engraving: 1.75"" W x 1"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=658/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
658,Hub Pen Co,Imprezza Pen,"An Jumbo rubber grip for easy writing, high gloss enamel and bright chrome accents. Ergonomic hourglass shape and smooth writing black ink for writing comfort.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.75"" W x 0.25"" H Barrel
Revolution Engraving: 1.75"" W x 1"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=658/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
671,Hub Pen Co,Varrago® Pen,"European styled executive pen in high gloss classic colors. Classic chrome accents and strong click retraction for high end appeal. Generous imprint area.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2.25"" W x 0.25"" H Barrel
Revolution Engraving: 2.25"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=671/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
671,Hub Pen Co,Varrago® Pen,"European styled executive pen in high gloss classic colors. Classic chrome accents and strong click retraction for high end appeal. Generous imprint area.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2.25"" W x 0.25"" H Barrel
Revolution Engraving: 2.25"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=671/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
671,Hub Pen Co,Varrago® Pen,"European styled executive pen in high gloss classic colors. Classic chrome accents and strong click retraction for high end appeal. Generous imprint area.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2.25"" W x 0.25"" H Barrel
Revolution Engraving: 2.25"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=671/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
673,Hub Pen Co,Vozzano™ Pen,"With sleek European styling and fine details, this is a beautiful, classy pen. The jumbo barrel allows for a comfortable, ergonomic grip and features a lustrous satin finish that contrasts with the shining silver bands and clip. There is a strong push cap retraction and it writes with our hybrid ink.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.25"" W x 0.25"" H Cap
Revolution Engraving: 1.5"" W x 0.5"" H Barrel
Revolution Engraving: 1.25"" W x 0.5"" H Cap
Full Color: 1.25"" W x 0.25"" H Barrel
Full Color: 1.25"" W x 0.25"" H Cap on White pen only
Straight Line Copy: 25 characters barrel or 20 characters cap
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=673/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
673,Hub Pen Co,Vozzano™ Pen,"With sleek European styling and fine details, this is a beautiful, classy pen. The jumbo barrel allows for a comfortable, ergonomic grip and features a lustrous satin finish that contrasts with the shining silver bands and clip. There is a strong push cap retraction and it writes with our hybrid ink.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.25"" W x 0.25"" H Cap
Revolution Engraving: 1.5"" W x 0.5"" H Barrel
Revolution Engraving: 1.25"" W x 0.5"" H Cap
Full Color: 1.25"" W x 0.25"" H Barrel
Full Color: 1.25"" W x 0.25"" H Cap on White pen only
Straight Line Copy: 25 characters barrel or 20 characters cap
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=673/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
675,Hub Pen Co,Elvado® Pen,"European styled executive pen in fashion colors with shining silver accents. Classic chrome accents and strong click retraction for high end appeal. Sleek shape and knurled textured grip for writing comfort. Supersmooth writing blue ink.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2.25"" W x 0.19"" H Barrel
Revolution Engraving: 2.25"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=675/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
675,Hub Pen Co,Elvado® Pen,"European styled executive pen in fashion colors with shining silver accents. Classic chrome accents and strong click retraction for high end appeal. Sleek shape and knurled textured grip for writing comfort. Supersmooth writing blue ink.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2.25"" W x 0.19"" H Barrel
Revolution Engraving: 2.25"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=675/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
675,Hub Pen Co,Elvado® Pen,"European styled executive pen in fashion colors with shining silver accents. Classic chrome accents and strong click retraction for high end appeal. Sleek shape and knurled textured grip for writing comfort. Supersmooth writing blue ink.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2.25"" W x 0.19"" H Barrel
Revolution Engraving: 2.25"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=675/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
677,Hub Pen Co,Sonata® Comfort Stylus Pen,"This Sonata Executive Pen upgrade features the latest in writing enjoyment; from the rubberized finish for added comfort no matter where you grip, to the handy stylus designed for increased sensitivity with touch screen devices. Fashion forward brights with engraved silver imprint and shining trim and an economical price make this a perfect pen for many promotions
Patent: US Pat. 8,847,930 & 9,092,077
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2"" W x 0.25"" H Barrel
Expanded Engraving: 2"" W x 0.38"" H Barrel
Full Color: 2"" W x 0.25"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=677/]
Standard Packaging: Bulk
Tags: popular, metal, tech, accessory, phone, tablet, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, pen, essay, list",Office,Writing Instruments
677,Hub Pen Co,Sonata® Comfort Stylus Pen,"This Sonata Executive Pen upgrade features the latest in writing enjoyment; from the rubberized finish for added comfort no matter where you grip, to the handy stylus designed for increased sensitivity with touch screen devices. Fashion forward brights with engraved silver imprint and shining trim and an economical price make this a perfect pen for many promotions
Patent: US Pat. 8,847,930 & 9,092,077
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2"" W x 0.25"" H Barrel
Expanded Engraving: 2"" W x 0.38"" H Barrel
Full Color: 2"" W x 0.25"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=677/]
Standard Packaging: Bulk
Tags: popular, metal, tech, accessory, phone, tablet, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, pen, essay, list",Office,Writing Instruments
678,Hub Pen Co,Olin Pen,"Sleek retro syling with unique rubber ring grip. High gloss rich colors with chrome accents. Supersmooth blue ink.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2.25"" W x 0.25"" H Barrel
Revolution Engraving: 2.25"" W x 0.88"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=678/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
678,Hub Pen Co,Olin Pen,"Sleek retro syling with unique rubber ring grip. High gloss rich colors with chrome accents. Supersmooth blue ink.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2.25"" W x 0.25"" H Barrel
Revolution Engraving: 2.25"" W x 0.88"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=678/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
678,Hub Pen Co,Olin Pen,"Sleek retro syling with unique rubber ring grip. High gloss rich colors with chrome accents. Supersmooth blue ink.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2.25"" W x 0.25"" H Barrel
Revolution Engraving: 2.25"" W x 0.88"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=678/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
680,Hub Pen Co,Smoothscript® Stylus Pen,"A classically styled, twist-action metal pen with microfiber mesh stylus. Deep rich colors with silver accents and etched ribbed grip create a sophisticated look with a stylus is designed for increased connectivty with all touch screen devices. Features super smooth bold black ink.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.25"" W x 0.25"" H Barrel or Cap
Revolution Engraving: 1.25"" W x 0.5"" H Barrel or Cap
Tip Type: Ballpoint
Mechanism: Twist
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=680/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, tech, accessory, phone, tablet, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, pen, essay, list",Office,Writing Instruments
680,Hub Pen Co,Smoothscript® Stylus Pen,"A classically styled, twist-action metal pen with microfiber mesh stylus. Deep rich colors with silver accents and etched ribbed grip create a sophisticated look with a stylus is designed for increased connectivty with all touch screen devices. Features super smooth bold black ink.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.25"" W x 0.25"" H Barrel or Cap
Revolution Engraving: 1.25"" W x 0.5"" H Barrel or Cap
Tip Type: Ballpoint
Mechanism: Twist
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=680/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, tech, accessory, phone, tablet, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, pen, essay, list",Office,Writing Instruments
681,Hub Pen Co,Carmelo® Pen,"Modern interpretation of classic metal executive pen. High gloss finish in colorful brights. Bold contemporary accents feature “HUB"" branded band. Strong twist retraction and smooth writing black hybrid ink.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.5"" W x 0.25"" H Barrel
Revolution Engraving: 1.25"" W x 0.5"" H Barrel
Full Color: 1.75"" W x 0.25"" H Full Color (Barrel, white only)
Tip Type: Ballpoint
Mechanism: Twist
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=681/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college, grade, writing, merchandise, study, high school, university, essay, list, home, pen, classic, trade show",Office,Writing Instruments
